ImageID,Labels,Caption
17925.jpg,1,A man standing on a ski slope wearing a blue hat holding ski board.
4355.jpg,1 7,Black and white photograph of train on tracks.
26685.jpg,1,A snowboarder posing for a photo will holding the snowboard.
17155.jpg,1 4,Three motorcycles racing around a curving track in different positions.
1420.jpg,1,A couple of men standing next to Santa Clause on a ski slope.
5206.jpg,1 2 15,A shirtless man riding a mini bicycle on the street
1234.jpg,1,A group of people playing a game with frisbee in grassy field.
20868.jpg,1 2 3 15,"A person with headphones on, sitting on a bench."
28193.jpg,5,A plane that is flying in the clear sky.
9256.jpg,1 15,A man playing baseball hit a line drive to third.
16817.jpg,1 10 3 6,A double decker bus is outside a pub.
20815.jpg,1,A group of people that are standing on a tennis court.
2328.jpg,9,A ore hanging off of the side of a boat on a lake.
16614.jpg,8 1 3 14,A catering van parked next to the sidewalk.
25853.jpg,1,A man riding skis down the side of a snow covered slope.
26986.jpg,1,A crowd of people sitting around a table eating food.
16964.jpg,7,A train carrying freight is crossing an overpass.
4233.jpg,1,The man is wearing the number 377 while skiing down a hill.
684.jpg,15,A brick building with a black and white awning
21539.jpg,18,A black and white dog laying on top of a pink and black frisbee.
18868.jpg,8 1 6,A yellow truck with a car sitting on it's trailer.
5795.jpg,1,"A guy stands beside several detailed, artsy vases in China."
8954.jpg,1,A man and a woman using a laptop on a couch.
8989.jpg,1,A smiling man carrying gloves and wearing skis stands beside some ski poles on snowy terrain.
19794.jpg,1 18 2,A man riding a bike down a small town road.
10781.jpg,1,A person sitting on a snowy hill with a snow board on their feet.
437.jpg,9,A boat traveling through the water towards a rocky shore.
26487.jpg,1,A woman standing in a living room holding a wand.
15929.jpg,17,the cat has a bow in her hair
6432.jpg,1 15,The couple are sitting by the bench on the boardwalk by the water.
8626.jpg,1,A couple of woman next to each other and some men.
16574.jpg,3 11,A silver fire hydrant sitting on the side of a road.
18041.jpg,8,A parked uhaul truck next to a few other uhaul trucks.
1292.jpg,1 2 3,A half body shot of a guy on a skateboard.
25232.jpg,1 15,A woman about to eat a hamburger and onion rings at a restaurant.
7856.jpg,17,A cat laying on its arm looking at a mirror.
27761.jpg,16,Looking across the messy expanse of an apartment living room
591.jpg,1 2 3 4 10,"A crowded city street with a building, cars and bicycles."
17748.jpg,1 10 3,A wet rain soaked street below a very tall building.
5138.jpg,1,An older man holding a Nintendo Wii game controller.
14782.jpg,1 9,"A body of water that has a large group of wooden rafts on it, some with umbrellas."
10585.jpg,1 7,A red train passing by a woman on road.
14807.jpg,1,Two men talking next to a table of cell phones.
1340.jpg,17,A cat sleeping in a piece of gray luggage.
25729.jpg,1 15,a person siting on a train with a luggage bag
10716.jpg,3,A pile of ski equipment in the back of an SUV
24770.jpg,1,a woman is sitting with a laptop on her
21878.jpg,1,An asian man holding a slice of pizza and a beer bottle on the table.
15611.jpg,1 15,The child is swinging at a baseball on the field.
26974.jpg,1 10 3,The view of a city's traffic light near a store.
13249.jpg,1,"A man holding a donut, seated at a table."
9002.jpg,1,The children are using the controls to play the video game.
22135.jpg,1,A baby is eating a whole banana with one hand
4980.jpg,8 1 15,A man laying down sleeping on a park bench
4889.jpg,17,A white cat holding a phone rolling on it's back.
1473.jpg,1,A tennis player taking a swing while a crowd on onlookers watches.
27038.jpg,1 10,A person sitting beneath a large umbrella with a floral pattern.
18636.jpg,1,A person in costume standing inside the bathroom.
22898.jpg,1,a skateboarder and a little girl and some trees
14124.jpg,1,The people with snowboards are sitting down in the snow.
19556.jpg,1,A plate of cake and a room full of people.
8216.jpg,17,"A cat is sitting on the steps, staring at the door."
24434.jpg,1,A man riding a wave on top of a surfboard.
1095.jpg,17,A cat is sitting in a box with its mouth open.
14740.jpg,1,A woman cutting a fourth of july cake next to a friend.
13883.jpg,16,A small white and black bird walking across a patch of dry grass.
26603.jpg,1,A person sitting on a sandy beach on the water.
5877.jpg,1,A woman sitting at a desk with a laptop and desktop computer.
19001.jpg,1,The cart is piled to the ceiling with suitcases.
28701.jpg,3 5 6,A large jetliner flying down an airport runway.
1160.jpg,9 1,Person with a helmet on rides in the water in a type of speed boat
15818.jpg,1 3,A group of people that are on a bus.
15448.jpg,1 3,A man standing on a tennis court hitting a tennis ball.
21277.jpg,1,a man is outside riding a skateboard on a curb
22841.jpg,1 15,A baseball player has his bat extended in a black and white picture.
5303.jpg,1,A young toddler is biting some lotion in the bathroom.
2768.jpg,1,A person on a beach with a Frisbee on their finger.
13360.jpg,18,a split photo of a dog looking over a doughnut
1573.jpg,1,Two people standing on a tennis court holding rackets.
14889.jpg,1,A person person holding a light blue umbrella is outside a rain-streaked window.
3951.jpg,1,Many skiers skiing on a snowy ski slope.
22515.jpg,1,'A young man riding a surfboard on a wave machine.
23692.jpg,1 4,A man riding on the back of a motorcycle in front of a crowd.
3367.jpg,17,A black and white cat sitting on top of a steering wheel.
28860.jpg,1 7,A blue and silver train stopping at a train station.
27377.jpg,1 11,Adults standing under covered area during outdoor festivity.
13436.jpg,1 4,A person on a red motorcycle rides on a street by the grass.
17716.jpg,1,a surfer para sailing in the big blue ocean
27774.jpg,9 15,The light of night contrasts the boats and the beach against the dark lined sky.
11543.jpg,18 3,A Polaroid picture of a side car mirror of a dog with his head out thew indow
17010.jpg,9 1,A red two story boat traveling down a river next to a small boat.
8010.jpg,1,People are skiing in the packed white snow.
9532.jpg,1,A man with an injured hand sleeping in a bed.
29829.jpg,1 2 3,A man goes over a tiny ramp on his bicycle.
22111.jpg,1,A beach filled with people and umbrellas next to the ocean.
12511.jpg,16 15,A dining area with a black bird sitting on the back of a chair.
11987.jpg,3 10 2 14,A red traffic light at a street corner with vehicles near it.
17888.jpg,1,A couple of men standing under neath a bunch of green bananas.
4996.jpg,1,A little boy reading a book with the covers over his body.
9782.jpg,1,Elephant being affectionate with young man in green forest area.
11751.jpg,8 1 3 14,Two parking meters on a sidewalk near a car.
19751.jpg,1,The woman is pouring out icing from the bottle.
17168.jpg,1 2,Man sitting down and talking on his cell phone.
8709.jpg,9 1,A man that is being pulled by a boat on a board.
20765.jpg,1,A very well dressed man with a plate of cake.
1100.jpg,1,Men with slices of a gigantic pizza on a restaurant table.
22730.jpg,16 15,a black bird sitting on a wall next to grass
3235.jpg,1,a special effected image of a boy doing tricks on his skateboard
22237.jpg,1 3,A table topped with a sandwich next to a bottle of ketchup.
21809.jpg,1,A young child playing on the floor of a bathroom
4722.jpg,8 18,A dog riding in the back of a pickup truck
29817.jpg,1,A person in the ocean holding a surfboard.
21397.jpg,16,Some very pretty animals by some tall trees.
5267.jpg,1,A man is holding on with one hand as he air surfs high above the water alongside the flying kites.
15329.jpg,1 18,A man holding a white frisbee on a sandy beach.
7033.jpg,1,A woman in pink shirt holding a black stick.
27916.jpg,9,A large body of water filled with boats.
329.jpg,1,An office with a corner desk full of three desk top computers and paper.
20556.jpg,8 3,A blue truck parked in front of a white building.
17859.jpg,1 9,They are crossing the water using those bulls.
18218.jpg,1 19,A man riding a white and brown horse in the dirt.
24140.jpg,1 2 15,A girl with a bike is sitting on a park bench.
4522.jpg,1 7,A very nice looking train in the dark.
23393.jpg,1,A person kneels as they ride a wave.
849.jpg,1 2,A man standing next to a  bike in front of a building.
25823.jpg,1,A woman feeds giraffes from outside their enclosure.
20804.jpg,17,a barhroom with wall tiles and a big bathtub
18597.jpg,1,A person taking a photo of a group of people talking.
5608.jpg,1,A person swinging a tennis racket on a tennis court.
28426.jpg,17,A black cat sitting on a table next to a bowl of chicken soup.
3148.jpg,1,A couple of people sitting in a park brushing their teeth.
1284.jpg,1 2 4,A man on a motorized bike on the side of the road.
11617.jpg,1,a group of men dressed in suits standin around with a drink in their hand
8607.jpg,1,A man sitting with a bag on his lap
16540.jpg,17 18,A cute dog looking out the door with a cat in the background.
29626.jpg,1,a woman and child a laptop a mouse and brown cabinets
209.jpg,1,A skateboarder is in mid air during a jump.
12715.jpg,10 3 13,a car that is parked in a parking lot
3271.jpg,1,Catcher reaches out to tag player as he slide over home base during Baseball game
4717.jpg,1,A person riding skis down a snow covered slope.
10287.jpg,9,A row of boats next to each other in the water.
1004.jpg,1,a beach with people and many different kites
24524.jpg,11 1 18 3,A large fire hydrant inflatable balloon next to a couple of women.
27612.jpg,6 15,A red double decker bus waits at a open air bus stop.
10533.jpg,1 15,A family is sitting around a table eating some snacks.
15250.jpg,1,A man standing next to a brown piece of luggage on a floor.
18935.jpg,1,A dinner table with several different dishes on it.
11472.jpg,8 9 4,There is a truck pulling a boat on the road.
11526.jpg,1 10 7,A train conductor loading passengers onto a train.
24545.jpg,1 6,a group of people play baseball on a baseball field
6213.jpg,1,A man riding a wave on top of a surfboard.
3542.jpg,1 19,The woman is riding an adult brown horse.
23025.jpg,1,A professional tennis player waving to the crowd.
253.jpg,1 7 15,A number of locomotive train engines and cars on multiple set of train tracks.
29854.jpg,1,A man playing a game on the television.
9341.jpg,1 3 6 8 10,A white and blue truck traveling down a city street.
18529.jpg,1,A couple of people sitting on a table.
22968.jpg,1,Two young boys are at the shore of the beach on their boards.
6404.jpg,1,Vintage photo of a woman holding a tennis racket.
29268.jpg,1,A group of people sitting around a table having a meal.
7633.jpg,18,A fire place sitting in a living room filled with furniture.
1728.jpg,1,A picture of the feet of lacrosse players at a game.
18058.jpg,1,A crowd of young men standing next to each other near a field.
28038.jpg,1,A person holding a tennis racquet in front of a tennis ball.
14678.jpg,5,An Air Canada jet airplane in flight against a cloudy sky.
11442.jpg,1,a tennis player on a court with a racket
26807.jpg,1,a couple of people in the field with a freez be
14594.jpg,1 3,A  young boy flying a black bird shaped kite.
1971.jpg,17,An orange cat stands near a grove of bushes.
26145.jpg,1 3,A group of female playing soccer on a soccer field.
22132.jpg,9 1 15,A person sitting on a wooden bench looking out over a lake
16083.jpg,1 3 4,A street in an older town with older building down both sides as traffic passes by.
13056.jpg,8,a close up of a truck on a brick floor
24993.jpg,8 5,An airport terminal has planes lined up for boarding
694.jpg,19 15,A farm filled with horses at the base of a tall mountain.
12048.jpg,1 15,A man riding a skateboard down the side of a ramp.
17976.jpg,1 17,a cat pokes it head out from behind a television
29332.jpg,1,A man cutting into a chocolate cake.
2284.jpg,8 1 3 15,A rain soaked street filled with traffic and surrounded by tall buildings.
3094.jpg,3 1 11 15,a fire hydrant near a tree in a field
1677.jpg,1,A market with bananas in piles on the ground
2114.jpg,1,A long pair of purple scissors in case in a store.
28264.jpg,16 9 1,Two groups of people enjoying a boat ride at a lake.
18660.jpg,3 1 11,A fire hydrant is across the street from an Asian restaurant.
27868.jpg,16,A very neat cubicle with a rolling chair.
